farm_id,crop_type,soil_moisture_%,soil_pH,temperature_C,water_mm,humidity_%,sunlight_hours,sowing_date,harvest_date,total_days,yield_kg_per_hectare,NDVI_index,crop_disease_status
FARM0439,Rice,11.54,6.53,31.31,130.67,71.34,7.75,1/4/2024,4/25/2024,112,3293.47,0.53,Severe
FARM0440,Wheat,33.03,6.06,27.48,60.98,84.27,6.47,3/6/2024,6/20/2024,106,5836.14,0.53,Mild
FARM0441,Rice,32.24,7.27,21.36,262.89,64.11,6.01,3/8/2024,7/8/2024,122,4349.87,0.84,Moderate
FARM0442,Cotton,36.5,6.74,16.2,143.63,54.83,4.91,3/20/2024,8/17/2024,150,3774.9,0.77,None
FARM0443,Cotton,32.68,6.08,15.47,261.73,56.56,5.45,3/23/2024,8/6/2024,136,2889.78,0.68,None
FARM0444,Wheat,43.38,5.6,34.84,284.57,46.28,5.04,2/24/2024,6/22/2024,119,3245.85,0.66,Moderate
FARM0445,Soybean,25.69,6.77,20.44,245.32,44,9.84,2/14/2024,6/15/2024,122,4437.58,0.78,None
FARM0446,Cotton,39.89,7.02,33.43,198.8,47.64,8.36,2/10/2024,6/3/2024,114,4248.57,0.58,Mild
FARM0447,Wheat,10.45,6.5,29.51,172.86,86.28,9.64,3/19/2024,6/21/2024,94,3635.15,0.86,Mild
FARM0448,Cotton,43.5,7.04,30.03,137.14,75.46,7.81,2/14/2024,6/30/2024,137,2987.17,0.68,None
FARM0449,Maize,31.19,7.39,17.95,111.85,68.92,7.98,1/21/2024,6/4/2024,135,5667.53,0.35,Mild
FARM0450,Rice,39.04,6.01,21.04,291.92,72.92,6.3,3/28/2024,7/1/2024,95,2437.1,0.39,Mild
FARM0451,Maize,10.22,5.84,24.83,74.22,78.69,6.51,2/6/2024,5/17/2024,101,3498.61,0.6,None
FARM0452,Soybean,38.5,5.87,16.18,95.68,77.96,5.56,3/4/2024,7/27/2024,145,4545.73,0.47,Moderate
FARM0453,Soybean,18.22,6.47,30.21,52.38,53.3,9.73,1/13/2024,5/20/2024,128,4080.3,0.5,Severe
FARM0454,Maize,33.87,6.19,21.3,109.9,58.06,6.39,1/1/2024,4/29/2024,119,5482.17,0.38,None
FARM0455,Maize,43.29,7,19.97,162.98,74.31,9.22,3/27/2024,7/15/2024,110,2066.52,0.74,Severe
FARM0456,Soybean,26.96,6.98,30.88,137.08,86.95,9.65,1/24/2024,5/17/2024,114,3175.45,0.83,None
FARM0457,Cotton,37.89,6.1,28.46,187.19,83.74,5.01,3/8/2024,6/21/2024,105,2846.56,0.36,None
FARM0458,Maize,41.59,7.03,19.41,114.41,63.82,9.39,3/21/2024,8/4/2024,136,3967.84,0.76,None
FARM0459,Cotton,41.86,6.99,29.5,213.48,79.25,9.8,1/10/2024,4/14/2024,95,2445.53,0.75,None
FARM0460,Maize,14.46,6.13,22.6,234.23,55.54,7.54,2/25/2024,6/17/2024,113,5190.07,0.65,None
FARM0461,Wheat,28.84,6.42,17.89,285.72,81.86,7,1/24/2024,6/4/2024,132,5396.51,0.89,None
FARM0462,Soybean,26.74,7.16,24.9,226.04,58.84,9.89,1/28/2024,6/12/2024,136,5737.73,0.82,Mild
FARM0463,Cotton,20.47,7.13,33.25,89.8,41.08,6.35,2/25/2024,6/19/2024,115,3564.25,0.85,Severe
FARM0464,Rice,21.32,7.08,32.32,63.53,86.73,5.82,3/16/2024,7/2/2024,108,5588.87,0.74,None
FARM0465,Soybean,13.57,7.07,32.17,144.14,89.14,8.08,2/6/2024,7/5/2024,150,2209.89,0.88,Severe
FARM0466,Wheat,14.16,6.29,21.05,199.04,48.62,8.47,3/13/2024,6/28/2024,107,4529.33,0.35,Severe
FARM0467,Rice,10.81,6.65,26.45,118.43,77.27,8.77,3/23/2024,7/18/2024,117,3193.45,0.85,Mild
FARM0468,Wheat,23.78,7.13,30.67,182.52,43.2,9.02,1/6/2024,5/30/2024,145,4396.41,0.49,None
FARM0469,Soybean,17.22,5.82,26.25,262.86,41.75,9.88,1/14/2024,6/12/2024,150,4632.64,0.61,Moderate
FARM0470,Cotton,14.89,6.48,21.26,277.7,89.84,7.64,1/8/2024,4/9/2024,92,2752.29,0.38,Mild
FARM0471,Maize,19.71,6.96,23.44,187.46,53.03,7.9,2/22/2024,6/18/2024,117,5760.8,0.74,Mild
FARM0472,Soybean,33.01,7.14,27.1,154.92,47.67,9.95,3/8/2024,6/10/2024,94,3080.5,0.34,None
FARM0473,Maize,37.23,5.79,30.96,118.41,44.9,9.88,1/6/2024,5/8/2024,123,4913.31,0.36,Moderate
FARM0474,Maize,29.3,6.71,32.93,92.69,87.33,6.34,3/18/2024,7/24/2024,128,5528.08,0.31,Mild
FARM0475,Rice,23.26,6.97,16.06,231.35,88.72,8.25,3/15/2024,6/24/2024,101,3755.84,0.47,Severe
FARM0476,Rice,20.68,7.22,33.95,151.63,55.64,4.54,1/6/2024,5/11/2024,126,2229.65,0.79,None
FARM0477,Soybean,42.64,5.77,24.96,221.28,73.84,7.19,1/27/2024,6/12/2024,137,2029.16,0.45,None
FARM0478,Cotton,43.76,6.85,32.64,180.88,51.25,4.45,1/14/2024,5/14/2024,121,3516.38,0.71,None
FARM0479,Maize,26.91,6.03,15.04,207.79,59.68,9.54,2/2/2024,5/24/2024,112,2023.56,0.3,Mild
FARM0480,Maize,10.31,6.36,18.95,182.27,84.93,6.46,3/9/2024,6/21/2024,104,3882.79,0.41,Moderate
FARM0481,Cotton,32.97,6.38,17.8,236.77,40.29,9.3,1/5/2024,4/29/2024,115,3684.22,0.42,Severe
FARM0482,Wheat,24.74,6.6,31,228.58,56.24,8.59,3/27/2024,8/16/2024,142,3555.39,0.38,Moderate
FARM0483,Wheat,36.86,5.97,28.57,135.54,88.82,8.42,2/3/2024,6/20/2024,138,3715.81,0.47,None
FARM0484,Rice,33.32,6.36,24.48,245.68,45.15,8.38,3/21/2024,7/29/2024,130,2594.9,0.89,Mild
FARM0485,Wheat,31.58,5.68,16.02,151.82,55.32,7.8,2/2/2024,6/3/2024,122,3708.29,0.47,Moderate
FARM0486,Rice,21.19,5.6,15.82,63.03,77.24,5.27,1/14/2024,4/24/2024,101,3009.05,0.36,None
FARM0487,Rice,21.59,6.98,22.23,244.7,66.44,6.23,1/4/2024,4/11/2024,98,4518.23,0.85,Mild
FARM0488,Cotton,42.39,5.65,25.93,135.72,76.27,9.94,1/5/2024,4/16/2024,102,3672.85,0.81,Moderate
FARM0489,Cotton,32.05,5.73,23.72,170.71,66.19,9.71,3/5/2024,6/21/2024,108,2181.78,0.41,Severe
FARM0490,Soybean,40.46,7.44,18.31,237.68,59.21,8.68,1/1/2024,4/10/2024,100,4287.59,0.77,Severe
FARM0491,Soybean,19.06,7.2,20.93,117.13,45.96,5.34,1/9/2024,6/6/2024,149,2531.89,0.79,None
FARM0492,Maize,32.14,7.44,21.49,286.61,84.2,5.58,2/11/2024,5/14/2024,93,4503.82,0.88,Mild
FARM0493,Wheat,28.81,7.46,30.56,245.13,45.32,8.47,3/21/2024,7/27/2024,128,4203.51,0.65,Severe
FARM0494,Cotton,18.11,6.95,22.37,275.54,44.68,5.09,2/24/2024,6/4/2024,101,4590.26,0.79,Mild
FARM0495,Rice,12.52,5.99,33.18,292.6,45.01,7.16,2/1/2024,5/8/2024,97,5306.25,0.38,None
FARM0496,Rice,42.85,6.7,30.85,52.35,79.58,7.25,1/16/2024,6/2/2024,138,4251.4,0.59,Mild
FARM0497,Soybean,34.22,6.75,17.46,256.23,45.14,5.78,1/1/2024,4/14/2024,104,3708.54,0.85,Severe
FARM0498,Cotton,15.93,5.72,17.03,288.96,57.87,7.69,1/2/2024,5/9/2024,128,2604.41,0.71,Mild
FARM0499,Soybean,38.61,6.2,17.08,279.06,73.09,9.6,1/25/2024,6/4/2024,131,2586.36,0.77,Severe
FARM0500,Wheat,30.22,7.42,20.57,72.61,89.74,5.09,2/16/2024,6/29/2024,134,5891.4,0.85,Severe
